Gender,Marital_Status,Dependents,Education,Employment_Status,City/Town,Annual_Income,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Approval_Status
Male,Married,0,Postgraduate,Employed,Urban,100179,0,21739,220,1
Female,Divorced,1,High School,Self-Employed,Suburban,110237,1,27187,61,1
Female,Single,1,Graduate,Employed,Urban,34578,0,10951,230,0
Male,Single,1,Graduate,Employed,Suburban,129426,0,32028,67,1
Male,Divorced,0,High School,Unemployed,Urban,84291,0,23704,209,1
Female,Married,2,Postgraduate,Self-Employed,Urban,107463,0,23043,234,1
Male,Single,3,High School,Unemployed,Urban,94905,1,25587,32,1
Female,Married,2,Graduate,Employed,Urban,145676,0,25491,21,1
Male,Single,3,Graduate,Self-Employed,Rural,69853,0,20489,56,1
Female,Single,0,Graduate,Employed,Urban,93978,0,22694,229,0
Female,Single,3,High School,Self-Employed,Urban,51853,0,20000,218,1
Male,Single,0,Postgraduate,Employed,Urban,132550,0,28606,169,1
Female,Single,3,High School,Unemployed,Urban,62503,0,7219,13,0
Male,Single,3,High School,Self-Employed,Urban,90901,0,22061,239,1
Male,Married,0,High School,Employed,Urban,33223,1,10525,156,0
Female,Single,3,Postgraduate,Employed,Urban,62888,0,17952,55,0
Female,Single,0,Postgraduate,Self-Employed,Suburban,118759,0,20487,127,1
Female,Married,2,High School,Unemployed,Suburban,127318,0,23345,152,1
Male,Single,1,High School,Unemployed,Urban,123828,0,31480,223,1
Male,Single,1,High School,Employed,Urban,101912,1,28199,128,1
Female,Single,3,High School,Unemployed,Urban,145060,0,33321,200,0
Male,Single,2,Graduate,Self-Employed,Urban,61335,1,20000,220,1
Male,Married,0,High School,Self-Employed,Urban,140925,0,42222,15,1
Female,Married,0,High School,Self-Employed,Urban,68040,1,20372,69,1
Male,Single,1,Postgraduate,Employed,Suburban,109775,0,27537,97,0
Male,Divorced,3,Graduate,Employed,Urban,136917,0,37097,166,1
Male,Single,0,High School,Employed,Suburban,90972,0,23245,61,1
Female,Single,0,Graduate,Employed,Suburban,37966,1,11195,156,0
Female,Married,2,Graduate,Employed,Urban,47948,0,5688,173,1
Male,Married,2,Graduate,Employed,Urban,133057,0,29351,81,1
Male,Married,2,Postgraduate,Self-Employed,Suburban,69211,0,21628,188,0
Female,Married,1,High School,Employed,Urban,68704,0,20080,107,1
Female,Single,0,Graduate,Self-Employed,Suburban,58013,0,20000,192,1
Male,Single,3,Graduate,Employed,Suburban,148153,1,31445,27,1
Male,Married,3,High School,Employed,Urban,147317,1,28337,130,0
Male,Single,2,Graduate,Self-Employed,Urban,101422,0,23640,235,1
Female,Married,2,High School,Self-Employed,Urban,22614,1,6003,109,0
Male,Married,2,High School,Employed,Suburban,107784,0,23491,33,1
Male,Single,2,High School,Self-Employed,Suburban,113987,0,20423,234,1
Female,Married,0,High School,Employed,Suburban,66002,0,20000,237,1
Female,Single,0,High School,Employed,Urban,148170,0,32728,199,1
Male,Married,2,Graduate,Self-Employed,Urban,104873,1,25239,204,1
Female,Married,2,High School,Employed,Suburban,66517,0,20000,134,1
Male,Married,1,High School,Employed,Suburban,100807,1,27854,214,1
Female,Single,1,Postgraduate,Unemployed,Suburban,148245,0,27218,202,0
Male,Married,2,Graduate,Self-Employed,Urban,47415,0,7350,61,0
Female,Married,3,Graduate,Employed,Urban,136517,1,33419,74,1
Male,Married,1,High School,Unemployed,Urban,41072,0,12362,154,0
Male,Married,0,Graduate,Self-Employed,Suburban,114500,0,29305,76,1
Female,Married,3,Postgraduate,Self-Employed,Urban,34484,0,12129,224,0
Female,Single,1,Graduate,Employed,Rural,77312,0,20670,223,0
Female,Single,2,Graduate,Self-Employed,Urban,87855,0,25573,27,1
Male,Married,0,High School,Unemployed,Suburban,41667,0,16618,84,0
Female,Single,2,Graduate,Employed,Urban,134704,0,39733,57,1
Male,Married,1,Graduate,Unemployed,Urban,119987,0,23228,42,1
Male,Divorced,3,Postgraduate,Employed,Urban,24004,0,5350,197,0
Male,Single,0,Postgraduate,Self-Employed,Urban,98413,0,24002,66,1
Female,Single,1,High School,Employed,Urban,56375,0,20000,47,1
Male,Single,1,High School,Self-Employed,Suburban,40916,1,15579,60,0
Female,Single,1,Postgraduate,Self-Employed,Suburban,86641,0,24494,190,1
Female,Married,0,Graduate,Self-Employed,Urban,82362,0,22329,126,1
Male,Single,3,Graduate,Self-Employed,Suburban,145556,0,23145,17,1
Male,Divorced,1,Postgraduate,Employed,Suburban,40181,0,5550,57,0
Male,Married,2,Graduate,Self-Employed,Rural,82180,0,21729,194,1
Male,Married,1,Graduate,Self-Employed,Urban,61129,0,17835,67,1
Female,Married,3,Graduate,Employed,Urban,27195,0,6978,42,0
Male,Single,2,Postgraduate,Employed,Urban,128577,0,20684,12,1
Female,Divorced,0,High School,Self-Employed,Suburban,134139,0,23933,93,1
Male,Divorced,2,High School,Employed,Urban,67249,0,20149,17,1
Female,Single,1,Postgraduate,Self-Employed,Urban,141946,0,21038,68,1
Male,Single,0,High School,Self-Employed,Suburban,98628,0,24726,208,1
Female,Married,3,Graduate,Employed,Urban,117858,0,29809,19,1
Male,Divorced,1,Graduate,Self-Employed,Urban,131985,0,21194,119,1
Male,Single,2,High School,Employed,Urban,97587,0,26983,62,1
Male,Single,3,High School,Self-Employed,Suburban,81438,1,21666,88,1
Female,Single,1,Graduate,Unemployed,Suburban,102099,0,30018,236,1
Female,Married,3,High School,Self-Employed,Urban,27124,1,6790,61,0
Female,Single,0,Graduate,Employed,Rural,50140,0,20000,139,1
Male,Married,1,Graduate,Self-Employed,Suburban,38080,0,11066,27,0
Male,Married,2,Postgraduate,Employed,Suburban,89610,1,21332,57,1
Male,Single,1,High School,Self-Employed,Suburban,44734,1,12198,189,1
Male,Single,1,High School,Employed,Urban,111521,0,23664,152,1
Female,Married,3,Graduate,Unemployed,Suburban,130755,0,20007,174,1
Female,Married,2,Graduate,Self-Employed,Urban,113253,0,27848,184,1
Male,Single,1,Graduate,Unemployed,Urban,28086,0,8691,80,0
Female,Married,0,High School,Self-Employed,Urban,89072,0,21398,54,0
Male,Married,1,Graduate,Unemployed,Urban,115551,0,24218,170,0
Male,Single,3,Graduate,Unemployed,Urban,53905,0,6438,206,0
Female,Single,0,Postgraduate,Employed,Suburban,146125,0,38174,114,1
Male,Single,0,High School,Unemployed,Urban,53045,0,8409,111,0
Male,Divorced,1,Graduate,Unemployed,Urban,110916,0,26303,168,1
Male,Married,3,Postgraduate,Unemployed,Suburban,69841,1,20296,88,1
Male,Married,1,High School,Self-Employed,Suburban,53217,1,13723,111,0
Male,Single,0,Graduate,Unemployed,Suburban,103363,0,29199,232,1
Female,Divorced,2,Graduate,Employed,Urban,43214,0,6386,168,0
Female,Single,3,Postgraduate,Employed,Rural,121846,1,30602,34,1
Male,Single,3,Postgraduate,Employed,Urban,92992,0,23218,211,1
Male,Married,0,High School,Unemployed,Suburban,64535,1,19241,153,0
Male,Married,2,Graduate,Employed,Urban,147988,0,30274,165,1
Female,Divorced,3,Postgraduate,Employed,Urban,97195,0,20467,235,1
Male,Single,1,Graduate,Self-Employed,Suburban,85050,0,25414,28,1
Male,Single,1,High School,Employed,Urban,57705,0,20000,181,1
Female,Single,0,High School,Employed,Suburban,59391,0,20000,191,1
Female,Single,2,Graduate,Self-Employed,Suburban,93342,0,23456,223,1
Female,Single,3,High School,Employed,Rural,33874,0,6521,82,0
Male,Married,3,Postgraduate,Employed,Urban,78410,0,21683,192,1
Female,Single,2,Graduate,Employed,Suburban,61049,0,20000,50,1
Female,Single,1,Graduate,Self-Employed,Suburban,78467,1,21035,109,0
Female,Married,2,Graduate,Self-Employed,Urban,53553,0,5164,163,1
Male,Married,2,High School,Self-Employed,Suburban,59277,0,7243,171,0
Male,Married,1,Postgraduate,Self-Employed,Urban,146800,0,37637,239,1
Male,Married,3,Postgraduate,Self-Employed,Urban,26657,0,5948,204,0
Male,Married,3,High School,Employed,Suburban,65810,0,5151,157,0
Female,Married,2,Postgraduate,Employed,Urban,28613,0,6904,230,0
Female,Married,1,High School,Self-Employed,Urban,84564,0,22220,70,1
Female,Married,0,Graduate,Self-Employed,Suburban,145212,0,26838,178,1
Male,Married,3,High School,Self-Employed,Suburban,146771,0,30986,41,1
Male,Divorced,3,Postgraduate,Unemployed,Urban,143931,0,32392,99,1
Male,Single,2,High School,Self-Employed,Rural,54622,1,20000,26,1
Male,Single,1,Graduate,Employed,Urban,61266,0,20000,30,1
Female,Married,1,High School,Employed,Suburban,86508,0,25697,127,1
Male,Single,3,Graduate,Employed,Suburban,61370,0,20000,51,1
Female,Married,1,High School,Self-Employed,Urban,50664,0,7816,180,0
Female,Single,1,High School,Self-Employed,Rural,20092,0,7712,144,1
Female,Single,2,High School,Self-Employed,Suburban,142958,0,25125,38,1
Female,Married,3,Graduate,Self-Employed,Suburban,33203,1,7272,37,0
Female,Married,2,Graduate,Employed,Suburban,64539,0,25331,78,0
Female,Divorced,0,High School,Employed,Suburban,58557,0,20000,25,1
Female,Single,1,High School,Employed,Urban,104550,0,30894,110,0
Male,Married,0,High School,Employed,Urban,145624,0,32343,198,1
Female,Divorced,1,Graduate,Unemployed,Urban,66131,0,20000,60,0
Female,Married,0,High School,Employed,Urban,25688,0,6903,199,0
Male,Single,1,Postgraduate,Employed,Suburban,38383,0,13250,179,0
Male,Married,1,Graduate,Employed,Urban,82479,0,24731,217,1
Male,Married,1,Graduate,Employed,Urban,54573,1,6550,157,0
Male,Single,2,Postgraduate,Self-Employed,Suburban,46982,1,6549,100,0
Female,Married,1,High School,Employed,Suburban,136379,0,32791,170,1
Male,Single,3,High School,Employed,Urban,90785,1,25964,136,1
Female,Divorced,0,High School,Employed,Urban,121147,0,30477,216,1
Male,Single,0,Graduate,Employed,Suburban,110801,0,24656,21,1
Male,Married,3,High School,Unemployed,Urban,76033,0,21811,68,1
Female,Single,2,Graduate,Self-Employed,Urban,92878,0,25962,28,1
Female,Single,0,Postgraduate,Employed,Rural,96091,0,27167,27,1
Female,Married,3,Graduate,Employed,Urban,53460,0,11428,96,0
Male,Single,0,Postgraduate,Employed,Urban,106373,0,21540,136,1
Male,Married,1,Postgraduate,Employed,Urban,66253,0,20000,119,1
Female,Single,2,Postgraduate,Employed,Urban,113498,0,32365,117,1
Male,Married,1,Postgraduate,Self-Employed,Urban,28042,0,5028,185,0
Female,Married,2,High School,Unemployed,Rural,145658,1,41344,80,1
Female,Married,0,High School,Employed,Urban,107538,0,26586,159,0
Male,Divorced,1,High School,Unemployed,Rural,85214,0,23270,55,1
Female,Single,2,High School,Unemployed,Suburban,85244,0,24640,23,1
Female,Married,3,High School,Self-Employed,Suburban,71923,0,20749,125,1
Female,Married,2,Postgraduate,Employed,Urban,72643,0,20799,100,1
Female,Married,1,Postgraduate,Employed,Suburban,67378,0,20077,171,1
Male,Single,3,High School,Self-Employed,Urban,32050,0,12537,173,0
Female,Married,3,High School,Employed,Rural,113644,0,33125,220,1
Female,Single,2,Graduate,Unemployed,Urban,83011,0,23818,78,1
Male,Single,2,Postgraduate,Employed,Urban,92522,0,26450,171,1
Male,Married,3,High School,Employed,Suburban,61713,0,20000,236,0
Male,Married,3,High School,Unemployed,Urban,89117,0,25303,197,0
Male,Married,0,Graduate,Employed,Urban,84067,0,21892,35,1
Female,Married,2,High School,Employed,Urban,83072,0,24470,170,1
Female,Married,0,Graduate,Employed,Rural,69068,0,20385,169,1
Female,Married,0,High School,Employed,Urban,104641,0,24557,74,1
Male,Divorced,1,Postgraduate,Employed,Urban,71049,0,20400,129,1
Female,Married,3,Graduate,Employed,Suburban,129136,0,26286,209,1
Male,Divorced,2,Graduate,Self-Employed,Urban,85893,0,20801,213,0
Female,Married,0,Postgraduate,Self-Employed,Urban,95541,0,27878,47,1
Male,Divorced,1,High School,Self-Employed,Urban,87588,0,23211,57,1
Female,Married,2,High School,Self-Employed,Suburban,106322,0,24551,191,1
Female,Single,3,Graduate,Employed,Urban,53708,0,7123,30,0
Male,Single,2,Graduate,Self-Employed,Suburban,78366,0,21853,185,0
Male,Married,2,High School,Unemployed,Urban,30329,1,9008,195,0
Female,Single,0,Graduate,Employed,Rural,96587,0,25502,155,1
Male,Divorced,2,High School,Employed,Urban,137215,0,25542,58,0
Male,Married,0,High School,Employed,Urban,51686,0,20000,235,1
Male,Married,3,High School,Employed,Urban,57516,0,18084,174,0
Male,Married,1,High School,Employed,Urban,75362,0,22526,23,1
Male,Married,2,Graduate,Unemployed,Urban,108288,0,26085,108,1
Female,Divorced,3,Postgraduate,Self-Employed,Suburban,61693,0,20000,88,1
Female,Married,1,Graduate,Self-Employed,Urban,97927,0,22358,37,1
Female,Married,1,Postgraduate,Employed,Urban,106704,0,29052,203,1
Male,Single,1,Postgraduate,Employed,Rural,109691,0,21480,203,1
Female,Married,0,Postgraduate,Employed,Suburban,100080,0,22450,160,1
Male,Divorced,0,Graduate,Self-Employed,Urban,60886,0,20000,207,1
Male,Single,3,Graduate,Self-Employed,Suburban,47939,0,12619,236,0
Male,Single,1,High School,Self-Employed,Suburban,31288,0,9574,129,0
Male,Married,1,Postgraduate,Employed,Suburban,25154,0,8844,52,0
Female,Married,2,High School,Self-Employed,Urban,108995,0,31888,65,0
Male,Single,0,Graduate,Employed,Urban,59007,0,20000,73,1
Male,Married,1,Postgraduate,Self-Employed,Urban,20222,0,5557,136,0
Female,Married,2,Graduate,Employed,Urban,125090,0,30422,165,0
Male,Single,3,Graduate,Employed,Suburban,82842,0,20375,13,1
Female,Married,1,Graduate,Employed,Urban,127180,0,28522,139,1
Female,Single,3,Graduate,Unemployed,Rural,124596,0,28260,237,1
Female,Single,0,Postgraduate,Employed,Urban,96493,0,20572,115,0
Male,Single,3,Postgraduate,Employed,Suburban,66104,0,20000,23,1
Female,Single,2,High School,Employed,Suburban,143946,1,24481,167,1
Female,Single,3,Graduate,Employed,Urban,68163,0,9730,71,0
Female,Single,0,Graduate,Employed,Suburban,62810,0,20000,29,1
Female,Married,1,Graduate,Self-Employed,Urban,54485,0,20000,102,1
Male,Single,3,High School,Employed,Urban,139609,0,38794,52,1
Female,Single,0,Graduate,Unemployed,Suburban,52425,0,11588,67,0
Male,Married,3,Graduate,Employed,Urban,132267,0,26848,48,1
Male,Married,3,High School,Employed,Suburban,148585,0,35472,14,1
Female,Single,3,High School,Employed,Rural,47693,0,15220,115,0
Male,Single,1,High School,Employed,Urban,143261,1,32725,64,1
Female,Single,2,Graduate,Self-Employed,Urban,75501,0,20497,28,1
Female,Married,3,Graduate,Employed,Urban,31021,0,5716,85,0
Male,Single,2,High School,Self-Employed,Urban,142932,1,37287,135,1
Male,Divorced,1,High School,Employed,Urban,53844,0,10452,29,0
Female,Divorced,0,Graduate,Employed,Urban,111292,0,29526,89,1
Male,Divorced,0,High School,Employed,Urban,69657,0,20179,145,0
Male,Single,3,High School,Employed,Urban,56491,1,16899,157,0
Female,Married,0,High School,Employed,Urban,68448,0,20155,119,1
Male,Single,0,Graduate,Self-Employed,Suburban,45716,0,15474,218,0
Male,Single,1,Graduate,Employed,Urban,126571,1,27526,65,1
Male,Single,0,Graduate,Employed,Urban,96114,0,27497,183,0
Male,Married,3,Graduate,Employed,Urban,58362,0,19921,44,1
Female,Divorced,2,High School,Employed,Urban,36256,0,7762,94,0
Male,Single,1,Graduate,Employed,Urban,71215,0,20287,164,1
Female,Divorced,0,Graduate,Unemployed,Urban,105948,0,21976,206,1
Male,Single,2,High School,Employed,Suburban,140263,0,41163,30,0
Male,Single,3,Postgraduate,Self-Employed,Urban,99556,0,21984,92,1
Female,Married,3,Graduate,Self-Employed,Urban,20792,0,6220,185,0
Female,Married,2,Graduate,Self-Employed,Urban,42686,0,6396,144,0
Female,Single,3,High School,Unemployed,Urban,129038,0,21269,31,1
Male,Single,3,Graduate,Employed,Urban,111449,1,20699,111,1
Female,Single,3,Graduate,Self-Employed,Urban,35493,0,5497,35,0
Female,Single,1,High School,Employed,Urban,78831,0,21785,37,1
Female,Married,0,High School,Employed,Urban,83779,0,23469,73,1
Female,Single,2,Graduate,Employed,Suburban,148834,0,30309,53,1
Male,Single,1,High School,Employed,Urban,98064,0,20243,79,1
Female,Married,2,High School,Self-Employed,Rural,103967,0,30291,139,1
Male,Single,0,Graduate,Employed,Urban,98625,0,22938,176,0
Male,Single,0,Postgraduate,Self-Employed,Rural,61348,0,20000,156,1
Male,Married,0,High School,Employed,Urban,70050,1,20876,18,1
Female,Single,0,High School,Self-Employed,Urban,113064,1,33728,108,0
Male,Single,0,Graduate,Unemployed,Suburban,37248,0,8236,152,0
Female,Single,3,Graduate,Employed,Urban,54773,0,17843,238,0
Male,Single,2,High School,Employed,Urban,125535,0,30962,78,1
Female,Married,2,Postgraduate,Employed,Suburban,111172,0,20103,24,1
Male,Single,3,Postgraduate,Unemployed,Urban,79282,1,22133,102,1
Male,Single,2,High School,Employed,Urban,115834,0,22712,207,1
Male,Married,0,High School,Self-Employed,Urban,60018,0,20000,175,1
Male,Single,0,Graduate,Employed,Suburban,111104,0,20972,168,1
Male,Single,3,Graduate,Employed,Urban,121471,0,25845,166,0
Male,Divorced,1,Graduate,Employed,Suburban,114893,0,20380,178,1
Female,Married,3,Graduate,Employed,Suburban,103267,0,23810,175,1
Female,Single,3,Postgraduate,Self-Employed,Urban,66006,0,20000,70,0
Male,Married,1,High School,Unemployed,Urban,55529,0,20000,119,0
Male,Single,3,High School,Employed,Urban,42379,1,11560,73,0
Female,Single,0,High School,Unemployed,Suburban,83261,0,23031,106,1
Male,Single,3,High School,Unemployed,Urban,34102,0,7163,181,0
Female,Divorced,0,Postgraduate,Employed,Suburban,40435,0,12908,195,0
Female,Divorced,3,Graduate,Self-Employed,Suburban,69170,1,20015,56,1
Female,Married,1,High School,Employed,Rural,63114,0,20000,66,0
Male,Married,3,High School,Unemployed,Urban,50339,0,20000,84,1
Male,Single,3,Graduate,Employed,Urban,85152,1,24973,59,1
Female,Married,2,High School,Employed,Urban,74336,0,21591,82,1
Male,Married,0,Graduate,Employed,Suburban,146049,1,40375,52,1
Female,Single,3,High School,Employed,Suburban,137173,1,21528,217,1
Female,Married,1,Postgraduate,Unemployed,Urban,140299,0,31869,130,1
Female,Single,3,Graduate,Self-Employed,Suburban,130573,0,26571,210,1
Female,Married,1,Graduate,Employed,Urban,65434,0,20000,54,1
Male,Divorced,0,Graduate,Employed,Urban,57322,1,14307,85,1
Female,Married,2,Graduate,Employed,Suburban,62105,1,20000,38,1
Male,Single,3,Postgraduate,Employed,Suburban,139428,0,21022,172,1
Male,Single,2,High School,Employed,Urban,118241,0,29994,177,1
Male,Married,0,Graduate,Self-Employed,Urban,128553,1,29583,60,1
Female,Divorced,0,Graduate,Employed,Suburban,123300,0,25924,22,1
Male,Married,2,Graduate,Employed,Urban,149863,0,42328,79,1
Male,Single,2,High School,Self-Employed,Suburban,26093,0,9834,189,0
Female,Married,1,Postgraduate,Self-Employed,Suburban,40446,0,8103,212,0
Female,Married,0,Postgraduate,Employed,Urban,50959,0,15672,176,0
Female,Married,1,High School,Employed,Rural,93178,0,25850,207,1
Male,Single,3,High School,Employed,Rural,79672,0,21297,117,1
Female,Married,0,High School,Self-Employed,Suburban,32895,0,12111,117,0
Female,Married,2,High School,Self-Employed,Suburban,103841,0,30038,70,1
Female,Married,1,Postgraduate,Unemployed,Urban,72712,0,21220,111,1
Female,Divorced,1,High School,Self-Employed,Rural,32089,1,11669,164,0
Female,Single,2,Postgraduate,Employed,Suburban,94569,1,26279,206,1
Male,Single,3,Graduate,Unemployed,Urban,49098,0,6524,19,0
Male,Married,1,High School,Unemployed,Urban,146331,0,30908,36,1
Male,Divorced,3,Graduate,Employed,Urban,37647,0,10070,99,0
Female,Divorced,2,High School,Self-Employed,Urban,21389,0,8113,169,0
